"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"6GKBKVMK","journalArticle","2019","Sengupta, Aditi; Indivero, Julia; Gunn, Cailene; Tfaily, Malak M.; Chu, Rosalie K.; Toyoda, Jason; Bailey, Vanessa L.; Ward, Nicholas D.; Stegen, James C.","Spatial gradients in the characteristics of soil-carbon fractions are associated with abiotic features but not microbial communities","BIOGEOSCIENCES","","1726-4170","10.5194/bg-16-3911-2019","","Coastal terrestrial-aquatic interfaces (TAIs) are dynamic zones of biogeochemical cycling influenced by salinity gradients. However, there is significant heterogeneity in salinity influences on TAI soil biogeochemical function. This heterogeneity is perhaps related to unrecognized mechanisms associated with carbon (C) chemistry and microbial communities. To investigate this potential, we evaluated hypotheses associated with salinity-associated shifts in organic C thermodynamics; biochemical transformations; and nitrogen-, phosphorus-, and sulfur-containing heteroatom organic compounds in a first-order coastal watershed on the Olympic Peninsula of Washington, USA. In contrast to our hypotheses, thermodynamic favorability of water-soluble organic compounds in shallow soils decreased with increasing salinity (43-867 mu S cm(-1)), as did the number of inferred biochemical transformations and total heteroatom content. These patterns indicate lower microbial activity at higher salinity that is potentially constrained by accumulation of less-favorable organic C. Furthermore, organic compounds appeared to be primarily marine- or algae-derived in forested floodplain soils with more lipid-like and protein-like compounds, relative to upland soils that had more lignin-, tannin-, and carbohydrate-like compounds. Based on a recent simulation-based study, we further hypothesized a relationship between C chemistry and the ecological assembly processes governing microbial community composition. Null modeling revealed that differences in microbial community composition - assayed using 16S rRNA gene sequencing - were primarily the result of limited exchange of organisms among communities (i.e., dispersal limitation). This results in unstructured demographic events that cause community composition to diverge stochastically, as opposed to divergence in community composition being due to deterministic selection-based processes associated with differences in environmental conditions. The strong influence of stochastic processes was further reflected in there being no statistical relationship between community assembly processes (e.g., the relative influence of stochastic assembly processes) and C chemistry (e.g., heteroatom content). This suggests that microbial community composition does not have a mechanistic or causal linkage to C chemistry. The salinity-associated gradient in C chemistry was, therefore, likely influenced by a combination of spatially structured inputs and salinity-associated metabolic responses of microbial communities that were independent of community composition. We propose that impacts of salinity on coastal soil biogeochemistry need to be understood in the context of C chemistry, hydrologic or depositional dynamics, and microbial physiology, while microbial composition may have less influence.","2019-10-10","2020-10-01 03:36:05","2021-12-07 16:08:23","","3911-3928","","19","16","","","","","","","","","","","","","","","","","","","D:\Adatafolder\Zotero\storage\6YFWD5KV\Sengupta et al. - 2019 - Spatial gradients in the characteristics of soil-c.pdf","","Journal Article; Processes; Soil; Aquatic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5EB2PI45","journalArticle","2019","Brown, Sally; Beecher, Ned","Carbon Accounting for Compost Use in Urban Areas","COMPOST SCIENCE & UTILIZATION","","1065-657X","10.1080/1065657X.2019.1674224","","Developing biosolids-based composts or soil blends suitable for use in urban areas is increasingly common. End uses for compost vary and can include use as a soil conditioner for existing turf, to establish new turf, for tree planting, in urban agriculture, and for use along highway right-of-ways. The carbon benefits/costs of biosolids compost were modeled for King County, Washington. Soil carbon sequestration was highest for use on disturbed soils such as new housing developments, neglected urban soils, or highway right-of-ways (-1.1 Mg CO2eq per Mg compost) and lowest for use in well-tended yards or other highly maintained landscapes (-0.036 Mg CO2eq per Mg compost). Compost use for tree growth, calculated over a 30-year period, added above-ground sequestration benefits ranging from -1.53 Mg CO2eq per Mg compost for a mature tree grown on a healthy soil to -4.58 Mg CO2eq per Mg compost for a newly planted tree grown on a disturbed site. Assuming a 20 km haul distance, transport costs ranged from 0.005 Mg CO2eq per Mg compost for delivery in a 5 Mg truck to 0.09 Mg CO2eq per Mg compost for pick up in a personal vehicle. Ecosystem services associated with different end uses for compost in urban areas also vary. This model suggests that while uses for biosolids compost will likely be varied, for a program as a whole, significant carbon benefits can be expected.","2019-10-02","2020-10-01 03:36:05","2020-10-05 17:25:56","","227-239","","4","27","","","","","","","","","","","","","","","","","","","D:\Adatafolder\Zotero\storage\7XKKQ9JM\Brown and Beecher - 2019 - Carbon Accounting for Compost Use in Urban Areas.pdf","","Journal Article; Urban forest; Soil; Washington","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NBYP8SYW","journalArticle","2019","Sleeter, Benjamin M.; Marvin, David C.; Cameron, D. Richard; Selmants, Paul C.; Westerline, A. LeRoy; Kreitler, Jason; Daniel, Colin J.; Liu, Jinxun; Wilson, Tamara S.","Effects of 21st-century climate, land use, and disturbances on ecosystem carbon balance in California","GLOBAL CHANGE BIOLOGY","","1354-1013","10.1111/gcb.14677","","Terrestrial ecosystems are an important sink for atmospheric carbon dioxide (CO2), sequestering about 30% of annual anthropogenic emissions and slowing the rise of atmospheric CO2. However, the future direction and magnitude of the land sink is highly uncertain. We examined how historical and projected changes in climate, land use, and ecosystem disturbances affect the carbon balance of terrestrial ecosystems in California over the period 2001-2100. We modeled 32 unique scenarios, spanning 4 land use and 2 radiative forcing scenarios as simulated by four global climate models. Between 2001 and 2015, carbon storage in California's terrestrial ecosystems declined by -188.4 Tg C, with a mean annual flux ranging from a source of -89.8 Tg C/year to a sink of 60.1 Tg C/year. The large variability in the magnitude of the state's carbon source/sink was primarily attributable to interannual variability in weather and climate, which affected the rate of carbon uptake in vegetation and the rate of ecosystem respiration. Under nearly all future scenarios, carbon storage in terrestrial ecosystems was projected to decline, with an average loss of -9.4% (-432.3 Tg C) by the year 2100 from current stocks. However, uncertainty in the magnitude of carbon loss was high, with individual scenario projections ranging from -916.2 to 121.2 Tg C and was largely driven by differences in future climate conditions projected by climate models. Moving from a high to a low radiative forcing scenario reduced net ecosystem carbon loss by 21% and when combined with reductions in land-use change (i.e., moving from a high to a low land-use scenario), net carbon losses were reduced by 55% on average. However, reconciling large uncertainties associated with the effect of increasing atmospheric CO2 is needed to better constrain models used to establish baseline conditions from which ecosystem-based climate mitigation strategies can be evaluated.","2019-10","2020-10-01 03:36:05","2021-03-03 22:17:32","","3334-3353","","10","25","","","","","","","","","","","","","","","","","","","D:\Adatafolder\Zotero\storage\9KR4CTVM\Sleeter et al. - 2019 - Effects of 21st-century climate, land use, and dis.pdf","","Journal Article; California; Disturbance; Land use","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UK33ANID","journalArticle","2019","Trugman, Anna T.; Anderegg, Leander D. L.; Wolfe, Brett T.; Birami, Benjamin; Ruehr, Nadine K.; Detto, Matteo; Bartlete, Megan K.; Anderegg, William R. L.","Climate and plant trait strategies determine tree carbon allocation to leaves and mediate future forest productivity","GLOBAL CHANGE BIOLOGY","","1354-1013","10.1111/gcb.14680","","Forest leaf area has enormous leverage on the carbon cycle because it mediates both forest productivity and resilience to climate extremes. Despite widespread evidence that trees are capable of adjusting to changes in environment across both space and time through modifying carbon allocation to leaves, many vegetation models use fixed carbon allocation schemes independent of environment, which introduces large uncertainties into predictions of future forest responses to atmospheric CO2 fertilization and anthropogenic climate change. Here, we develop an optimization-based model, whereby tree carbon allocation to leaves is an emergent property of environment and plant hydraulic traits. Using a combination of meta-analysis, observational datasets, and model predictions, we find strong evidence that optimal hydraulic-carbon coupling explains observed patterns in leaf allocation across large environmental and CO2 concentration gradients. Furthermore, testing the sensitivity of leaf allocation strategy to a diversity in hydraulic and economic spectrum physiological traits, we show that plant hydraulic traits in particular have an enormous impact on the global change response of forest leaf area. Our results provide a rigorous theoretical underpinning for improving carbon cycle predictions through advancing model predictions of leaf area, and underscore that tree-level carbon allocation to leaves should be derived from first principles using mechanistic plant hydraulic processes in the next generation of vegetation models.","2019-10","2020-10-01 03:36:05","2020-10-10 00:09:39","","3395-3405","","10","25","","","","","","","","","","","","","","","","","","","D:\Adatafolder\Zotero\storage\ZBM8G7DR\Trugman et al. - 2019 - Climate and plant trait strategies determine tree .pdf","","Pools; Journal Article; Growth; Climate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NAJ5AYVJ","journalArticle","2019","Ritchie, Martin; Zhang, Jianwei; Hammett, Ethan","Aboveground Biomass Response to Release Treatments in a Young Ponderosa Pine Plantation","FORESTS","","","10.3390/f10090795","","Controlling competing vegetation is vital for early plantation establishment and growth. Aboveground biomass (AGB) response to manual grubbing release from shrub competition was compared with no release control in a twelve-year-old ponderosa pine (Pinus ponderosa Lawson & C. Lawson) plantation established after a wildfire in northeastern California. In addition, response to chemical release followed by precommercial thinning in an adjacent plantation was also examined as a growth potential from a more intensively managed regime, where shrub competition was virtually eliminated. We measured AGB in both planted trees and competing woody shrubs to partition the biomass pools in the plantation. The results showed a significant grubbing treatment effect on basal diameter (BD) at 10 cm aboveground (p = 0.02), but not on tree height (p = 0.055). Height and BD were 2.0 m and 7.4 cm in the manual release, respectively, compared to 1.7 m and 5.6 cm in the control. However, chemical release produced much greater rates of tree growth with a height of 3.6 m and BD of 14.7 cm, respectively. Tree AGB was 60% higher with the manual release of shrubs (1.2 Mg ha(-1)) than with control (0.7 Mg ha(-1)) (p < 0.05). The planted area without shrub competition yielded a much higher green tree biomass (16.0 Mg ha(-1)). When woody shrub biomass was included, the total AGB (trees and woody shrubs) appeared slightly higher, but non-significant in the no release control (13.3 Mg ha(-1)) than in the manual release (11.9 Mg ha(-1)) (p = 0.66); the chemical release had 17.1 Mg ha(-1). Clearly, shrub biomass dominated this young plantation when understory shrubs were not completely controlled. Although the manual release did increase targeted tree growth to some degree, the cost may limit this practice to a smaller scale and the remaining shrub dominance may create long-term reductions in growth and a persistent fuels problem in these fire-prone ecosystems.","2019-09","2020-10-01 03:36:05","2020-10-08 19:54:23","","","","9","10","","","","","","","","","","","","","","","","","","","D:\Adatafolder\Zotero\storage\FFV6595Z\Ritchie et al. - 2019 - Aboveground Biomass Response to Release Treatments.pdf","","Biomass; Journal Article; Growth","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QG28AFG5","journalArticle","2019","Rupp, Danielle; Kane, Evan S.; Dieleman, Catherine; Keller, Jason K.; Turetsky, Merritt","Plant functional group effects on peat carbon cycling in a boreal rich fen","BIOGEOCHEMISTRY","","0168-2563","10.1007/s10533-019-00590-5","","Dominant plant functional groups (PFGs) found in boreal rich fens include sedges, grasses, horsetails, and cinquefoils (obligate wetland shrubs). Precipitation regime shift and permafrost thaw due to climate change will likely trigger changes in fen plant community structure through shifts in these PFGs, and it is thus crucial to understand how these PFGs will impact carbon cycling and greenhouse gas dynamics to predict and model peatland-climate feedbacks. In this study, we detail the above and belowground effects of these PFGs on aspects of carbon cycling using a mesocosm approach. We hypothesized that PFGs capable of aerating the rhizosphere (sedges, horsetails, and grasses) would oxidize the belowground environment supporting higher redox potentials, a favorable environment for decomposition, and higher CO2:CH4 in pore water and gas efflux measurements than PFGs lacking aerenchyma (cinquefoil, unplanted control). Overall, sedges, horsetail and grasses had an oxidizing effect on rhizosphere pore water chemistry, producing an environment more favorable for methanotrophy during the growing season, as supported by an approximate isotopic enrichment of pore water methane (delta(CH4)-C-13) by 5 parts per thousand, and isotopic depletion in pore water carbon dioxide (delta(CO2)-C-13) by 10 parts per thousand, relative to cinquefoil treatments. Cinquefoil and unplanted control treatments fostered a reducing environment more favorable for methanogenesis. In addition, cinquefoil appeared to slow decomposition in comparison with the other PFGs. These findings, paired with PFG effects on oxidation-reduction potential and CO2 and CH4 production, point to the ability of rich fen plant communities to moderate biogeochemistry, specifically carbon cycling, in response to changing climatic conditions.","2019-09","2020-10-01 03:36:06","2020-10-08 19:54:23","","305-327","","3","144","","","","","","","","","","","","","","","","","","","D:\Adatafolder\Zotero\storage\XMMANCVR\Rupp et al. - 2019 - Plant functional group effects on peat carbon cycl.pdf","","Wetlands; Journal Article; Processes; Alaska","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3NG4SJKH","journalArticle","2019","Tharammal, Thejna; Bala, Govindasamy; Devaraju, Narayanappa; Nemani, Ramakrishna","A review of the major drivers of the terrestrial carbon uptake: model-based assessments, consensus, and uncertainties","ENVIRONMENTAL RESEARCH LETTERS","","1748-9326","10.1088/1748-9326/ab3012","","Terrestrial and oceanic carbon sinks together sequester >50% of the anthropogenic emissions, and the major uncertainty in the global carbon budget is related to the terrestrial carbon cycle. Hence, it is important to understand the major drivers of the land carbon uptake to make informed decisions on climate change mitigation policies. In this paper, we assess the major drivers of the land carbon uptake-CO2 fertilization, nitrogen deposition, climate change, and land use/land cover changes (LULCC)-from existing literature for the historical period and future scenarios, focusing on the results from fifth Coupled Models Intercomparison Project (CMIP5). The existing literature shows that the LULCC fluxes have led to a decline in the terrestrial carbon stocks during the historical period, despite positive contributions from CO2 fertilization and nitrogen deposition. However, several studies find increases in the land carbon sink in recent decades and suggest that CO2 fertilization is the primary driver (up to 85%) of this increase followed by nitrogen deposition (similar to 10%-20%). For the 21st century, terrestrial carbon stocks are projected to increase in the majority of CMIP5 simulations under the representative concentration pathway 2.6 (RCP2.6), RCP4.5, and RCP8.5 scenarios, mainly due to CO2 fertilization. These projections indicate that the effects of nitrogen deposition in future scenarios are small (similar to 2%-10%), and climate warming would lead to a loss of land carbon. The vast majority of the studies consider the effects of only one or two of the drivers, impairing comprehensive assessments of the relative contributions of the drivers. Further, the broad range in magnitudes and scenario/model dependence of the sensitivity factors pose challenges in unambiguous projections of land carbon uptake. Improved representation of processes such as LULCC, fires, nutrient limitation and permafrost thawing in the models are necessary to constrain the present-day carbon cycle and for more accurate future projections.","2019-09","2020-10-01 03:36:06","2020-10-09 23:52:47","","","","9","14","","","","","","","","","","","","","","","","","","","D:\Adatafolder\Zotero\storage\6QE5WLQZ\Tharammal et al. - 2019 - A review of the major drivers of the terrestrial c.pdf","","Modeling; Journal Article; Flux","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6YV55ER7","journalArticle","2019","Drexler, Judith Z.; Woo, Isa; Fuller, Christopher C.; Nakai, Glynnis","Carbon accumulation and vertical accretion in a restored versus historic salt marsh in southern Puget Sound, Washington, United States","RESTORATION ECOLOGY","","1061-2971","10.1111/rec.12941","","Few comparisons exist between vertical accretion (VA) and carbon accumulation rates (CARs) in restored versus historic (i.e. reference) marshes. Here, we compare these processes in a formerly diked, sparsely vegetated, restored salt marsh (Six Gill Slough, SG), whose surface is subsided relative to the tidal frame, to an adjacent, relatively pristine, historic salt marsh (Animal Slough, AS). Six sediment cores were collected at both AS and SG approximately 6 years after restoration. Cores were analyzed for bulk density (BD), % loss of ignition, % organic carbon, and Pb-210. We found that sharp changes in BD in surface layers of SG cores were highly reliable markers for the onset of restoration. The mean VA since restoration at SG (0.79 [SD = 0.29] cm/year) was approximately twice that of AS (0.41 [SD = 0.16] cm/year). In comparison, the VA at AS over 50 years was 0.30 (SD = 0.09) cm/year. VA consisted almost entirely of inorganic sediment at SG whereas at AS it was approximately 55%. Mean CARs at SG were somewhat greater than at AS, but the difference was not significant due to high variability (SG: 81-210 g C m(-2) year(-1); AS: 115-168 g C m(-2) year(-1)). The mean CAR at AS over the past 50 years was 118 (SD = 23) g C m(-2) year(-1). This study demonstrates that a sparsely vegetated, restored salt marsh can quickly begin to accumulate carbon and that historic and restored marshes can have similar CARs despite highly divergent formation processes.","2019-09","2020-10-01 03:36:06","2020-10-05 22:59:42","","1117-1127","","5","27","","","","","","","","","","","","","","","","","","","D:\Adatafolder\Zotero\storage\GM9B3AQT\Drexler et al. - 2019 - Carbon accumulation and vertical accretion in a re.pdf","","Wetlands; Pools; Journal Article; Flux; Aquatic; Washington","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LBRIQI8N","journalArticle","2019","Song, Jian; Wan, Shiqiang; Piao, Shilong; Knapp, Alan K.; Classen, Aimee T.; Vicca, Sara; Ciais, Philippe; Hovenden, Mark J.; Leuzinger, Sebastian; Beier, Claus; Kardol, Paul; Xia, Jianyang; Liu, Qiang; Ru, Jingyi; Zhou, Zhenxing; Luo, Yiqi; Guo, Dali; Langley, J. Adam; Zscheischler, Jakob; Dukes, Jeffrey S.; Tang, Jianwu; Chen, Jiquan; Hofmockel, Kirsten S.; Kueppers, Lara M.; Rustad, Lindsey; Liu, Lingli; Smith, Melinda D.; Templer, Pamela H.; Thomas, R. Quinn; Norby, Richard J.; Phillips, Richard P.; Niu, Shuli; Fatichi, Simone; Wang, Yingping; Shao, Pengshuai; Han, Hongyan; Wang, Dandan; Lei, Lingjie; Wang, Jiali; Li, Xiaona; Zhang, Qian; Li, Xiaoming; Su, Fanglong; Liu, Bin; Yang, Fan; Ma, Gaigai; Li, Guoyong; Liu, Yanchun; Liu, Yinzhan; Yang, Zhongling; Zhang, Kesheng; Miao, Yuan; Hu, Mengjun; Yan, Chuang; Zhang, Ang; Zhong, Mingxing; Hui, Yan; Li, Ying; Zheng, Mengmei","A meta-analysis of 1,119 manipulative experiments on terrestrial carbon-cycling responses to global change","NATURE ECOLOGY & EVOLUTION","","2397-334X","10.1038/s41559-019-0958-3","","Direct quantification of terrestrial biosphere responses to global change is crucial for projections of future climate change in Earth system models. Here, we synthesized ecosystem carbon-cycling data from 1,119 experiments performed over the past four decades concerning changes in temperature, precipitation, CO2 and nitrogen across major terrestrial vegetation types of the world. Most experiments manipulated single rather than multiple global change drivers in temperate ecosystems of the USA, Europe and China. The magnitudes of warming and elevated CO2 treatments were consistent with the ranges of future projections, whereas those of precipitation changes and nitrogen inputs often exceeded the projected ranges. Increases in global change drivers consistently accelerated, but decreased precipitation slowed down carbon-cycle processes. Nonlinear (including synergistic and antagonistic) effects among global change drivers were rare. Belowground carbon allocation responded negatively to increased precipitation and nitrogen addition and positively to decreased precipitation and elevated CO2. The sensitivities of carbon variables to multiple global change drivers depended on the background climate and ecosystem condition, suggesting that Earth system models should be evaluated using site-specific conditions for best uses of this large dataset. Together, this synthesis underscores an urgent need to explore the interactions among multiple global change drivers in under-represented regions such as semi-arid ecosystems, forests in the tropics and subtropics, and Arctic tundra when forecasting future terrestrial carbon-climate feedback.","2019-09","2020-10-01 03:36:06","2020-10-09 19:11:11","","1309-1320","","9","3","","","","","","","","","","","","","","","","","","","D:\Adatafolder\Zotero\storage\4K7RPN6G\Song et al. - 2019 - A meta-analysis of 1,119 manipulative experiments .pdf","","Carbon Cycle; Journal Article; Processes; Meta-analysis; Climate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I8VNLI6Q","journalArticle","2019","Terrer, Cesar; Jackson, Robert B.; Prentice, I. Colin; Keenan, Trevor F.; Kaiser, Christina; Vicca, Sara; Fisher, Joshua B.; Reich, Peter B.; Stocker, Benjamin D.; Hungate, Bruce A.; Penuelas, Josep; McCallum, Ian; Soudzilovskaia, Nadejda A.; Cernusak, Lucas A.; Talhelm, Alan F.; Van Sundert, Kevin; Piao, Shilong; Newton, Paul C. D.; Hovenden, Mark J.; Blumenthal, Dana M.; Liu, Yi Y.; Mueller, Christoph; Winter, Klaus; Field, Christopher B.; Viechtbauer, Wolfgang; Van Lissa, Caspar J.; Hoosbeek, Marcel R.; Watanabe, Makoto; Koike, Takayoshi; Leshyk, Victor O.; Polley, H. Wayne; Franklin, Oskar","Nitrogen and phosphorus constrain the CO2 fertilization of global plant biomass","NATURE CLIMATE CHANGE","","1758-678X","10.1038/s41558-019-0545-2","","Elevated CO2 (eCO(2)) experiments provide critical information to quantify the effects of rising CO2 on vegetation 1-6 . Many eCO(2) experiments suggest that nutrient limitations modulate the local magnitude of the eCO(2) effect on plant biomass(1,3,5), but the global extent of these limitations has not been empirically quantified, complicating projections of the capacity of plants to take up CO27,9. Here, we present a data-driven global quantification of the eCO(2) effect on biomass based on 138 eCO(2) experiments. The strength of CO2 fertilization is primarily driven by nitrogen (N) in similar to 65% of global vegetation and by phosphorus (P) in similar to 25% of global vegetation, with N- or P-limitation modulated by mycorrhizal association. Our approach suggests that CO2 levels expected by 2100 can potentially enhance plant biomass by 12 +/- 3% above current values, equivalent to 59 +/- 13 PgC. The globalscale response to eCO(2) we derive from experiments is similar to past changes in greenness(9) and bio-mass(10) with rising CO2, suggesting that CO2 will continue to stimulate plant biomass in the future despite the constraining effect of soil nutrients. Our research reconciles conflicting evidence on CO2 fertilization across scales and provides an empirical estimate of the biomass sensitivity to eCO(2) that may help to constrain climate projections.","2019-09","2020-10-01 03:36:07","2020-10-09 23:52:47","","684+","","9","9","","","","","","","","","","","","","","","","","","","D:\Adatafolder\Zotero\storage\V2DHLHRQ\Terrer et al. - 2019 - Nitrogen and phosphorus constrain the CO2 fertiliz.pdf","","Biomass; Journal Article; Processes; Climate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8ZTBLWF9","journalArticle","2019","Adams, Darius M.; Latta, Gregory S.; Crandall, Mindy S.; Guerrero Ochoa, Isabel G.","The importance of incorporating intertemporal and spatial log market dynamics in projections of residue-based biomass supply for liquid biofuel production in western Oregon and Washington, USA","FOREST POLICY AND ECONOMICS","","1389-9341","10.1016/j.forpol.2019.101957","","New methods of fiber pre-processing and cellulosic fermentation may allow production of isoparaffinic kerosene, a bio-based jet fuel, from abundant post-logging biomass residues in western Oregon and Washington, USA. Since production of these residues is characterized by complex spatial patterns that can shift markedly over time, and since residues may comprise roughly one-fifth of annual refinery operating costs, careful evaluation of residue supply (quantity/price) behavior is warranted. We examine potential residue supply characteristics at two likely refinery sites (Longview, WA and Springfield, OR) using a projection model of the regional log market that explicitly recognizes: (i) spatial locations of harvesting activities, (ii) the transportation network and residue haul costs, and (iii) the underlying conditions of the forest resource that determine harvesting methods and residue collection costs. We find that delivered residue prices in the range of $US64-75/bone dry metric tonne (BDMT) would be required to provide the 771,100 BDMT per year needed by a minimum commercial-sized refinery operation. Timber ownership and spatial harvesting patterns could give the Longview location nearly a $US12/BDMT wood cost advantage over Springfield at this minimum supply level, and operation of the Longview site would limit Springfield's ability to meet the minimum supply volume. Scenario analyses of lower residue collection costs indicate that a 1% reduction in costs could yield 0.6-0.9% increases in delivered supply at both refinery sites in the neighborhood of the minimum scale of commercial operation. Simulations of tripled residue output from federal lands, assuming RIN eligibility, suggest 15-30% increases in delivered residue supply at Springfield but only 0-10% increases at Longview, reflecting greater area and closer proximity of federal lands at Springfield.","2019-09","2020-10-01 03:36:07","2021-12-07 18:46:24","","","","","106","","","","","","","","","","","","","","","","","","","D:\Adatafolder\Zotero\storage\BG4ENJLT\Adams et al. - 2019 - The importance of incorporating intertemporal and .pdf","","Biomass; Journal Article; Wood products; Oregon; Washington; Economics; Fuel wood","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4QCLUFVU","journalArticle","2019","Tautges, Nicole E.; Chiartas, Jessica L.; Gaudin, Amelie C. M.; O'Geen, Anthony T.; Herrera, Israel; Scow, Kate M.","Deep soil inventories reveal that impacts of cover crops and compost on soil carbon sequestration differ in surface and subsurface soils","GLOBAL CHANGE BIOLOGY","","1354-1013","10.1111/gcb.14762","","Increasing soil organic carbon (SOC) via organic inputs is a key strategy for increasing long-term soil C storage and improving the climate change mitigation and adaptation potential of agricultural systems. A long-term trial in California's Mediterranean climate revealed impacts of management on SOC in maize-tomato and wheat-fallow cropping systems. SOC was measured at the initiation of the experiment and at year 19, at five depth increments down to 2 m, taking into account changes in bulk density. Across the entire 2 m profile, SOC in the wheat-fallow systems did not change with the addition of N fertilizer, winter cover crops (WCC), or irrigation alone and decreased by 5.6% with no inputs. There was some evidence of soil C gains at depth with both N fertilizer and irrigation, though high variation precluded detection of significant changes. In maize-tomato rotations, SOC increased by 12.6% (21.8 Mg C/ha) with both WCC and composted poultry manure inputs, across the 2 m profile. The addition of WCC to a conventionally managed system increased SOC stocks by 3.5% (1.44 Mg C/ha) in the 0-30 cm layer, but decreased by 10.8% (14.86 Mg C/ha) in the 30-200 cm layer, resulting in overall losses of 13.4 Mg C/ha. If we only measured soil C in the top 30 cm, we would have assumed an increase in total soil C increased with WCC alone, whereas in reality significant losses in SOC occurred when considering the 2 m soil profile. Ignoring the subsoil carbon dynamics in deeper layers of soil fails to recognize potential opportunities for soil C sequestration, and may lead to false conclusions about the impact of management practices on C sequestration.","2019-11","2020-10-01 03:36:08","2020-10-09 23:39:20","","3753-3766","","11","25","","","","","","","","","","","","","","","","","","","D:\Adatafolder\Zotero\storage\67MLDWHN\Tautges et al. - 2019 - Deep soil inventories reveal that impacts of cover.pdf","","Management; Journal Article; Sequestration; Soil; Agriculture","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G2Q72MS2","journalArticle","2019","Hember, Robbie A.; Kurz, Werner A.; Girardin, Martin P.","Tree Ring Reconstructions of Stemwood Biomass Indicate Increases in the Growth Rate of Black Spruce Trees Across Boreal Forests of Canada","JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES","","2169-8953","10.1029/2018JG004573","","The claim that changes in atmospheric composition and climate have enhanced the growth rate of trees is prevalent in science, yet it is not supported by many recent tree ring studies. In this study, we analyzed historical time trends in stemwood biomass growth derived from black spruce (Picea mariana (Mill.) BSP) trees at 248 plots across Canada. The sample consisted of trees that were live and dominant at the time of sampling (LDS). Observations of stemwood biomass of LDS trees at a reference age of 75 years (B-sw75,B-LDS) increased by 154 to 321% over 1901-2001 depending on the method of trend estimation. Simulations from a calibrated individual-based Growth and Yield model-forced with varying degrees of hypothetical trend in tree growth-were used to estimate the proportion of trend that could be attributed to intrinsic factors, including artefacts introduced by sampling from LDS trees instead of from the population of trees. Imposing no time trend in simulated tree growth, stemwood biomass of 75-year-old LDS trees (B-sw75,B-LDS,B-Model) increased by 63% (41 to 85% CI). We conclude that the remaining variation in growth of LDS trees (154 to 321% minus 63% = 91 to 258%) can be attributed to net extrinsic forcing. The scaling relationship between LDS and population trees further suggested that stemwood biomass growth of the population (G(sw75,POP)) increased by 47 to 82%. By accounting for both natural dynamics and artefacts of the sampling design in estimation of net intrinsic forcing, we gained confidence that growth rate of black spruce trees across Canada increased significantly over 1901-2001. While growth enhancement is consistent with beneficial effects of increasing levels of reactive nitrogen, carbon dioxide, and warming, there remains uncertainty in the degree that applied procedures fully account for known sampling artefacts.","2019-08","2020-10-01 03:36:08","2020-10-07 00:23:54","","2460-2480","","8","124","","","","","","","","","","","","","","","","","","","D:\Adatafolder\Zotero\storage\3EDU22VX\Hember et al. - 2019 - Tree Ring Reconstructions of Stemwood Biomass Indi.pdf","","Biomass; Journal Article; Boreal; Growth; British Columbia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
